# 
# 08/16/2023 20:56:08
# Die für das Projekt definierten Parameter sind:
# ,P16 - Numbers,P3 - Vergleichsspannung Maximum [MPa],P4 - Vergleichsspannung Mittelwert [MPa],P5 - Gesamtverformung Maximum [mm],P6 - Gesamtverformung Mittelwert [mm],P7 - Lösung MAPDL Benötigte Zeit [s],P8 - Vergleichsspannung Minimum [MPa],P9 - Gesamtverformung Minimum [mm],P10 - Totale Vergleichsdehnung Minimum [mm mm^-1],P11 - Totale Vergleichsdehnung Maximum [mm mm^-1],P12 - Totale Vergleichsdehnung Mittelwert [mm mm^-1],P13 - Elastische Vergleichsdehnung Minimum [mm mm^-1],P14 - Elastische Vergleichsdehnung Maximum [mm mm^-1],P15 - Elastische Vergleichsdehnung Mittelwert [mm mm^-1]
# 
# Die folgende Kopfzeile definiert die Namen der Spalten durch eine Referenz auf die Parameter.
Name,P16,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15
DP 2651,2652,132.01562409600572,8.4067506012028019,0.63637949918635561,0.24109978858991959,15,0.00015923491815992788,0,2.0787846999326121E-09,0.0017973812064155936,0.00011510071312622039,2.0787846999326121E-09,0.0017973812064155936,0.00011510071312622039
DP 2652,2653,75.979922532074312,8.91412437172076,0.58351549591345175,0.18053283613490173,16,0.05893384507146418,0,1.284457340489098E-06,0.00100061212045451,0.00012033930789815959,1.284457340489098E-06,0.00100061212045451,0.00012033930789815959
DP 2653,2654,78.150161550049546,7.9044683392720092,0.57946768887787869,0.21370383629576126,16,0.055072704088562116,0,9.9882436188636348E-07,0.0010768388747237623,0.00010796347188493737,9.9882436188636348E-07,0.0010768388747237623,0.00010796347188493737
DP 2654,2655,77.0785015659701,10.14127328929823,0.77581215006060944,0.26378390487786973,16,0.16405619963520435,0,3.4918027722596889E-06,0.0011326308478601277,0.00013757297466893362,3.4918027722596889E-06,0.0011326308478601277,0.00013757297466893362
DP 2655,2656,150.34262225511495,7.5648145059632812,0.441005834571952,0.15255937521789625,17,0.052343886638221711,0,9.5992845672299154E-07,0.0019626973662525415,0.00010223241393771869,9.5992845672299154E-07,0.0019626973662525415,0.00010223241393771869
DP 2656,2657,164.41405810235077,11.261477188828506,1.0333562731913055,0.39777465552225849,14,0.042097497816051863,0,5.7802756714409043E-07,0.0021734414622187614,0.00015416367787896606,5.7802756714409043E-07,0.0021734414622187614,0.00015416367787896606
DP 2657,2658,245.74803771259823,9.9658189438711133,0.7693127281083123,0.287575621480252,16,0.123926460323459,0,2.6699376576289069E-06,0.0032474695472046733,0.00013583783700117885,2.6699376576289069E-06,0.0032474695472046733,0.00013583783700117885
DP 2658,2659,116.59612733895486,9.0509966520194141,0.68063523699383888,0.25770277137066755,17,0.027504381424217912,0,3.5906504081140156E-07,0.0015473501989617944,0.00012306917068955021,3.5906504081140156E-07,0.0015473501989617944,0.00012306917068955021
DP 2659,2660,69.1778804859408,8.8331635773951458,0.56801718773222309,0.17664627562839941,15,0.054386219633054338,0,9.2970317666640767E-07,0.00094817846547812223,0.00011923682698441469,9.2970317666640767E-07,0.00094817846547812223,0.00011923682698441469
DP 2660,2661,83.027188038349308,10.426532243385886,0.77893146178044614,0.27737680137451365,15,0.14092195471917188,0,2.3409577352140332E-06,0.0011013902258127928,0.00014068626870240836,2.3409577352140332E-06,0.0011013902258127928,0.00014068626870240836
DP 2661,2662,177.07750519885127,9.69451535247964,0.75761342192107961,0.26832194105882956,14,0.015238632775035925,0,2.646340533374314E-07,0.0023267966462299228,0.00013337407491115542,2.646340533374314E-07,0.0023267966462299228,0.00013337407491115542
DP 2662,2663,306.90102269367873,16.361324132760398,2.4106688107793603,0.8757598167828804,14,0,0,0,0.004041809996124357,0.00022744723491312433,0,0.004041809996124357,0.00022744723491312433
DP 2663,2664,136.28067663129883,8.808648806972883,0.80011404547843334,0.3366050024890121,14,0,0,0,0.0018436971586197615,0.0001209985930104363,0,0.0018436971586197615,0.0001209985930104363
DP 2664,2665,99.65759820732319,8.07847828883894,0.53815101980599889,0.19153905865704787,24,0.078607532728995427,0,1.0262079968015314E-06,0.0013010130496695638,0.00010897233475191428,1.0262079968015314E-06,0.0013010130496695638,0.00010897233475191428
DP 2665,2666,211.59221041699223,12.976661302483922,1.4408441526944971,0.56376264634226625,15,0.048127042440951895,0,7.6597402198785858E-07,0.0028697963571175933,0.00017726223526844947,7.6597402198785858E-07,0.0028697963571175933,0.00017726223526844947
DP 2666,2667,168.60795832225165,10.980427893989505,1.09990603090088,0.42185486823961488,14,0,0,0,0.0022374538239091635,0.00015086779603408308,0,0.0022374538239091635,0.00015086779603408308
DP 2667,2668,189.3568388394645,7.5451252882772115,0.45971257782252467,0.15959084586000738,15,0.022709888583054751,0,2.9647375754393579E-07,0.002472021384164691,0.00010367193649792056,2.9647375754393579E-07,0.002472021384164691,0.00010367193649792056
DP 2668,2669,221.8255295550008,11.267629291624564,1.136106897113389,0.46153858485393112,16,0.14240130960776559,0,1.9204514198160418E-06,0.0029646011535078287,0.00015293394099628855,1.9204514198160418E-06,0.0029646011535078287,0.00015293394099628855
DP 2669,2670,125.571698230003,11.997506736230276,1.2967702191314279,0.52272970804812025,17,0.0499114923115831,0,7.8251036939036567E-07,0.0018833587819244713,0.00016599500875299057,7.8251036939036567E-07,0.0018833587819244713,0.00016599500875299057
DP 2670,2671,99.759090180173615,7.9927683894586536,0.54322957233300073,0.20162707945565439,16,0.025280001653256959,0,3.300261255390069E-07,0.0013023379724472761,0.00010918552331086807,3.300261255390069E-07,0.0013023379724472761,0.00010918552331086807
DP 2671,2672,115.30071340198074,11.374230176047305,0.9724617175382082,0.35228181209023229,18,0.025951932868214945,0,3.3879808825076907E-07,0.0017375718744006008,0.00015654130095267384,3.3879808825076907E-07,0.0017375718744006008,0.00015654130095267384
DP 2672,2673,87.634145821845138,9.6967830865217515,0.77137096414308215,0.27840515145375122,16,0.038770702066021935,0,6.3405332184629515E-07,0.0012284342083148658,0.00013160718525270071,6.3405332184629515E-07,0.0012284342083148658,0.00013160718525270071
DP 2673,2674,149.83081159689286,12.25540308942743,1.3968493603779339,0.57792988993785666,15,0.072053038842311443,0,9.4064017730488558E-07,0.0019562398956622928,0.00016664949474850494,9.4064017730488558E-07,0.0019562398956622928,0.00016664949474850494
DP 2674,2675,96.200627337591911,10.569408417747917,0.72977784834835036,0.24636009803183373,16,0.0659987198828682,0,8.616020750196185E-07,0.0012558829039335251,0.00014470666787209178,8.616020750196185E-07,0.0012558829039335251,0.00014470666787209178
DP 2675,2676,111.04456920257896,9.7100243794444125,0.7079873405424213,0.24039139605570392,13,0,0,0,0.0014496679650619626,0.00013507429132823571,0,0.0014496679650619626,0.00013507429132823571
DP 2676,2677,91.944613101547176,8.94572616188071,0.58463510617587111,0.19228387905609712,15,0.031463940998380423,0,4.1075639956034138E-07,0.0014641049201600254,0.00012240808664117092,4.1075639956034138E-07,0.0014641049201600254,0.00012240808664117092
DP 2677,2678,856.23411504375042,17.559184213988111,66.925806715342773,29.318594797943504,20,0.0076392818288659146,0,4.6118822183416341E-07,0.12538357824087143,0.00061809904131348713,4.6118822183416341E-07,0.011251721996814013,0.00025082944136502308
DP 2678,2679,167.36068613443783,12.788786330885715,1.4923661693380348,0.6175561086685617,16,0.050906898223143718,0,6.82595015177867E-07,0.0022108916891738772,0.00017405254441993294,6.82595015177867E-07,0.0022108916891738772,0.00017405254441993294
DP 2679,2680,268.24450566312436,17.415172670808463,4.0409215945978625,1.7180730703260825,15,0.070411721549007156,0,1.0078215382236522E-06,0.0043001858284696937,0.00023774865244689737,1.0078215382236522E-06,0.0036089757923036814,0.00023667239478348176
DP 2680,2681,95.532390125754617,10.363046055083029,0.77208112706288423,0.2755806703664061,16,0.11061896304536646,0,1.9548308500816347E-06,0.00124715908896178,0.00013974554328810115,1.9548308500816347E-06,0.00124715908896178,0.00013974554328810115
DP 2681,2682,188.86467598666945,12.28046535952131,1.1127890215687211,0.36839179201059652,13,0,0,0,0.00250280803690354,0.00017031315548540605,0,0.00250280803690354,0.00017031315548540605
DP 2682,2683,297.1730127968242,15.47202908627345,2.5661742904623339,0.67305334349097223,16,0.09518899850500398,0,2.2415833882405423E-06,0.0045088821207173169,0.00021276839319662362,2.2415833882405423E-06,0.0039079087786376473,0.00021227438832456704
DP 2683,2684,153.69537807218086,9.9706432067712356,0.7493802357684537,0.25306771795984123,15,0.058962452676430459,0,1.1526809657880221E-06,0.0020064669661223888,0.00013568182138280112,1.1526809657880221E-06,0.0020064669661223888,0.00013568182138280112
DP 2684,2685,87.586998984816631,9.52539264670462,0.62547345178392466,0.20726698015626727,16,0.081954673239090753,0,1.0699043286876986E-06,0.00130657774861902,0.00013000688672124382,1.0699043286876986E-06,0.00130657774861902,0.00013000688672124382
DP 2685,2686,287.80444569940465,20.011679774807416,3.2078379496899094,1.0809505932382177,16,0.047291949487795984,0,6.1738836620861548E-07,0.0056038310285657644,0.00027689062932747578,6.1738836620861548E-07,0.003956925263628364,0.00027619475167998367
DP 2686,2687,241.95267246916859,11.495114347848654,1.1568258748685181,0.456843563905673,15,0.051384183848164969,0,6.9001990254946577E-07,0.0032058599172160029,0.00015661504651264679,6.9001990254946577E-07,0.0032058599172160029,0.00015661504651264679
DP 2687,2688,338.48672366475967,16.932587226579741,4.0784289852124394,1.5907637868689519,16,0,0,0,0.0061511245245734853,0.00023380655953210693,0,0.0046129159939785795,0.00023101259666749292
DP 2688,2689,164.69070412157981,11.187351575426019,1.0258138918940385,0.39599847766794705,15,0.042658816480364063,0,5.8488475929152628E-07,0.0021792880143038929,0.00015315461707302171,5.8488475929152628E-07,0.0021792880143038929,0.00015315461707302171
DP 2689,2690,348.41711780119948,15.04136303332626,1.5415479067779609,0.43670532118423921,13,0.032197914990682787,0,4.203383241474512E-07,0.0048702428466640413,0.0002082052052650676,4.203383241474512E-07,0.0048702428466640413,0.00020819667590673947
DP 2690,2691,158.70711217260924,11.437267989273327,1.1781518093018271,0.41694668585892297,13,0,0,0,0.0022495656739920378,0.00015938681175903596,0,0.0022495656739920378,0.00015938681175903596
DP 2691,2692,233.17023547923708,12.763838527650789,1.4178806674922759,0.57576690611699055,15,0.0032359832443404606,0,7.2319133792575485E-08,0.00304399779997766,0.00017438967641007533,7.2319133792575485E-08,0.00304399779997766,0.00017438967641007533
DP 2692,2693,86.584988196539484,9.3310374752960659,0.74192554850942694,0.28376820807399805,16,0,0,0,0.0011650300584733486,0.00012749436127644666,0,0.0011650300584733486,0.00012749436127644666
DP 2693,2694,87.430497673895246,9.9794522650651576,0.75122502078632958,0.24484559298088493,15,0,0,0,0.0012133939502139885,0.00013482361637480407,0,0.0012133939502139885,0.00013482361637480407
DP 2694,2695,82.199693428963243,8.6528857530784329,0.51214203713280271,0.14830016858553582,16,0.10827082413006384,0,2.0178645172563847E-06,0.001073103048838675,0.00011653393246733321,2.0178645172563847E-06,0.001073103048838675,0.00011653393246733321
DP 2695,2696,130.12121863569257,10.295101615745221,0.93672856298407914,0.3925298661690132,16,0.040031688076396586,0,5.8853922269008763E-07,0.001709015341475606,0.00013991756465491515,5.8853922269008763E-07,0.001709015341475606,0.00013991756465491515
DP 2696,2697,87.430497673895246,9.979452265103113,0.75122502078632958,0.24484559298088493,16,0,0,0,0.0012133939502139885,0.00013482361637480407,0,0.0012133939502139885,0.00013482361637480407
DP 2697,2698,96.059799494346919,8.25911481708014,0.57081163017613767,0.21503737323205549,14,0,0,0,0.0012540443567559123,0.00011271482787022918,0,0.0012540443567559123,0.00011271482787022918
DP 2698,2699,138.10727523787244,8.3248979239489582,0.52838995417029289,0.17910432441195223,15,0.024799818970860095,0,6.091907351901682E-07,0.0018029670463874936,0.00011300197476523347,6.091907351901682E-07,0.0018029670463874936,0.00011300197476523347
DP 2699,2700,117.32457891497407,9.6099243569235036,0.70413176294883184,0.22693833332789629,15,0.040130647197249181,0,1.1266472483839607E-06,0.0016558379090080659,0.00013033952938207421,1.1266472483839607E-06,0.0016558379090080659,0.00013033952938207421
DP 2700,2701,348.41711780119948,15.041363033323861,1.5415479067779609,0.43670532118423921,13,0.032197914990682787,0,4.203383241474512E-07,0.0048702428466640413,0.0002082052052650676,4.203383241474512E-07,0.0048702428466640413,0.00020819667590673947
DP 2701,2702,276.93991647908086,13.220721982169184,1.3444632949252551,0.52061621501622679,16,0.032762570533359826,0,9.34406898522866E-07,0.0038900362560525537,0.00018253328444072563,9.34406898522866E-07,0.0038900362560525537,0.00018253328444072563
DP 2702,2703,217.9393202984339,12.277674231424221,1.2281422435445948,0.44415125769425362,16,0.043340145861317264,0,8.1823725395224756E-07,0.0030622511791686216,0.00016900872045021869,8.1823725395224756E-07,0.0030622511791686216,0.00016900872045021869
DP 2703,2704,285.31834754487812,16.663908403384077,4.0531979009872092,1.3171371288467135,17,0.082795068024473922,0,1.0808755632751854E-06,0.010053957346826792,0.00023549474031545232,1.0808755632751854E-06,0.0038369812071323397,0.00022947626448591819
DP 2704,2705,198.92722632724178,15.301101351887969,1.7203465600615038,0.56488691906928412,14,0.022303147266487897,0,2.911638148361817E-07,0.0026105201104655862,0.00020961230054000396,2.911638148361817E-07,0.0026105201104655862,0.00020961230054000396
DP 2705,2706,117.98543869519609,11.259669034569052,0.93240296203508866,0.31907525619946869,17,0.057358975861783144,0,7.4881171485685627E-07,0.0016113296151161194,0.0001538972558433676,7.4881171485685627E-07,0.0016113296151161194,0.0001538972558433676
DP 2706,2707,118.22202432736692,11.374161544653331,1.0612184337080275,0.43479522151286448,16,0.085419867379557951,0,2.1880530312046176E-06,0.0015454824897460639,0.00015401124236264884,2.1880530312046176E-06,0.0015454824897460639,0.00015401124236264884
DP 2707,2708,280.22258886090196,14.110971339702104,2.4603718593739692,0.70436383815154535,17,0.032032346565511141,0,4.18176853145269E-07,0.0057290770113468167,0.00019492550881242037,4.18176853145269E-07,0.0036828352216010294,0.00019367800396263594
DP 2708,2709,105.15749284716395,8.4540939363278476,0.64491265340943082,0.24114557205440582,17,0.16554994769824555,0,2.232794315659703E-06,0.0013787778443656862,0.00011356600430537048,2.232794315659703E-06,0.0013787778443656862,0.00011356600430537048
DP 2709,2710,152.92594068589051,11.920147494739089,1.1645172554536287,0.37785383348612972,14,0.023901586011938862,0,3.6662498814621358E-07,0.0020037660142406821,0.00016436354803386034,3.6662498814621358E-07,0.0020037660142406821,0.00016436354803386034
DP 2710,2711,244.15082287940862,12.357350008267433,1.6458867033976856,0.69715245404123782,16,0.0012706182728347943,0,6.672996732959291E-08,0.0033124828478321433,0.00017183621248311744,6.672996732959291E-08,0.0033124828478321433,0.00017183621248311744
DP 2711,2712,243.3722118589759,8.4300809090214965,0.50119456490840364,0.16916321756849498,17,0,0,0,0.003177182748913765,0.00011450035257097694,0,0.003177182748913765,0.00011450035257097694
DP 2712,2713,106.32938900474808,11.088449902120004,0.8725789717843826,0.32331693068618356,15,0.034611124896858754,0,5.2903834557582741E-07,0.0013907687195266287,0.00015071026181365374,5.2903834557582741E-07,0.0013907687195266287,0.00015071026181365374
DP 2713,2714,257.70613496699735,12.625594316387323,1.5357557920283362,0.63999733213216614,14,0.045483832359080607,0,1.2069082231391803E-06,0.003381600952707231,0.00017417713344824532,1.2069082231391803E-06,0.003381600952707231,0.00017417713344824532
DP 2714,2715,194.66896273663443,10.726164475900303,1.0809483864607894,0.39726206581666412,18,0.09940868376258416,0,1.9657709344755858E-06,0.002664054355894526,0.00014590782115244129,1.9657709344755858E-06,0.002664054355894526,0.00014590782115244129
DP 2715,2716,91.673534565929373,9.6167839953767,0.77406927645490364,0.28942447939950067,15,0,0,0,0.0012096271966584027,0.0001317700378920458,0,0.0012096271966584027,0.0001317700378920458
DP 2716,2717,188.2116781854337,12.027948655544439,1.1738465060951726,0.41769019064302931,16,0.020789864312511855,0,5.617379770228581E-07,0.0026839513448067009,0.00016515402404910831,5.617379770228581E-07,0.0026839513448067009,0.00016515402404910831
DP 2717,2718,240.37731090280309,13.248134715240331,1.267535730356312,0.41877401156551319,14,0.024545151949433793,0,4.8717002698595024E-07,0.0033244502265006304,0.0001809445999468689,4.8717002698595024E-07,0.0033244502265006304,0.0001809445999468689
DP 2718,2719,203.54977798980011,12.142388562119432,1.1905763041514139,0.45552202872742054,16,0.11807020989568892,0,1.5489983979932731E-06,0.0027534215866277614,0.00016532988857923033,1.5489983979932731E-06,0.0027534215866277614,0.00016532988857923033
DP 2719,2720,170.83719151520032,16.076812935474738,2.0401197038443719,0.86244431008572831,13,0.056898840599905659,0,7.4280467288190266E-07,0.0023012411256786436,0.00022292738329951969,7.4280467288190266E-07,0.0023012411256786436,0.00022292738329951969
DP 2720,2721,112.54120326008214,12.132172131409543,1.0564277928160892,0.3359933156086386,14,0.029776256151266247,0,3.8872397567502048E-07,0.0015204916708171368,0.00016813327565117869,3.8872397567502048E-07,0.0015204916708171368,0.00016813327565117869
DP 2721,2722,158.39593592412655,10.132953732686964,1.0939918182660946,0.456408732030949,14,0.071087829176530615,0,9.737714208313264E-07,0.0021148945903405546,0.00013999539480509448,9.737714208313264E-07,0.0021148945903405546,0.00013999539480509448
DP 2722,2723,95.432680425290556,9.8115343106703978,0.75926292059778933,0.26216964480819588,16,0.043132632339334981,0,1.3641377449857828E-06,0.0012958606006577612,0.00013337582916122373,1.3641377449857828E-06,0.0012958606006577612,0.00013337582916122373
DP 2723,2724,235.24916400451525,13.694106248193359,1.5949101498136058,0.54446636318271791,14,0,0,0,0.0033127470873296262,0.0001882340213668293,0,0.0033127470873296262,0.0001882340213668293
DP 2724,2725,150.46785927548979,14.02561521855457,1.5229136146133648,0.57110330476058713,14,0.037981976829310642,0,7.30107956314896E-07,0.0021375042269937694,0.00019217764857271376,7.30107956314896E-07,0.0021375042269937694,0.00019217764857271376
DP 2725,2726,189.3568388394645,7.5451252882772568,0.45971257782252467,0.15959084586000738,15,0.022709888583054751,0,2.9647375754393579E-07,0.002472021384164691,0.00010367193649792056,2.9647375754393579E-07,0.002472021384164691,0.00010367193649792056
DP 2726,2727,133.53876977320962,12.094464860781814,1.3020823865288143,0.47545120585829009,13,0,0,0,0.0017888000002130866,0.00016637810401649709,0,0.0017888000002130866,0.00016637810401649709
DP 2727,2728,120.67424564104131,13.802209203215241,1.5156717548049539,0.62002550414092683,15,0.03236498821718925,0,6.0607612795138266E-07,0.0016649769619107246,0.00018660436954108224,6.0607612795138266E-07,0.0016649769619107246,0.00018660436954108224
DP 2728,2729,116.80683837739822,10.68950616938351,0.8135440052021401,0.275641658949503,16,0,0,0,0.001524893450550735,0.00014661003580973371,0,0.001524893450550735,0.00014661003580973371
DP 2729,2730,285.23333615896269,15.831338842771357,2.2902826743396889,0.83903606959542609,13,0,0,0,0.0038696504974116883,0.00022138094012150411,0,0.0038696504974116883,0.00022134626035409156
DP 2730,2731,,,,,,,,,,,,,
DP 2731,2732,238.51374981867062,12.056493913316098,0.99415803107049794,0.32903600230523788,16,0.065497543990509624,0,8.5505928382190177E-07,0.0031137564219534397,0.00016403860695258371,8.5505928382190177E-07,0.0031137564219534397,0.00016403860695258371
DP 2732,2733,95.399755861264126,10.741690087815662,0.89920584764364531,0.28296807589438638,14,0.026073407883328202,0,9.1466216645130771E-07,0.0012816496309824288,0.00014796798145717509,9.1466216645130771E-07,0.0012816496309824288,0.00014796798145717509
DP 2733,2734,190.10938404626268,11.024752800758149,1.0885465937105048,0.44177990775143661,17,0.07753070554552044,0,1.0121501645699027E-06,0.0026806745833406844,0.00014964420758447396,1.0121501645699027E-06,0.0026806745833406844,0.00014964420758447396
DP 2734,2735,102.52427016176088,11.001067045046177,0.96441170975964341,0.35447496021030711,14,0.051793265204124569,0,9.0907099092873977E-07,0.0013425146462395787,0.00015165528053796574,9.0907099092873977E-07,0.0013425146462395787,0.00015165528053796574
DP 2735,2736,340.70290655278114,14.129018513738377,2.4171182640659126,0.69851451975970236,17,0.035732543410933605,0,1.1453354318291531E-06,0.0056420677962402506,0.00019648769136858333,1.1453354318291531E-06,0.0046060866055389242,0.00019516487710370906
DP 2736,2737,96.608448636526035,8.8718810656569875,0.6475615072911417,0.22813567731189982,18,0.10372180457558046,0,2.3517796421401727E-06,0.0012621264322660863,0.00012107527429514309,2.3517796421401727E-06,0.0012621264322660863,0.00012107527429514309
DP 2737,2738,124.90112984745809,9.9322173749187428,0.80277834008865379,0.3100560562099845,14,0.039132722439835572,0,5.1087107522107544E-07,0.0016311242943629622,0.00013603821973041759,5.1087107522107544E-07,0.0016311242943629622,0.00013603821973041759
DP 2738,2739,80.094191904013471,8.101109666682861,0.525783631823089,0.1874679462570874,18,0.10837832808451749,0,1.8993517869603238E-06,0.0010493668378330767,0.00010960097829021764,1.8993517869603238E-06,0.0010493668378330767,0.00010960097829021764
DP 2739,2740,226.37841822004287,10.091326009980687,0.7221834034277409,0.25567350658439586,16,0.087004791917723687,0,1.5757431981455738E-06,0.0029553319327533245,0.00013744774476658964,1.5757431981455738E-06,0.0029553319327533245,0.00013744774476658964
DP 2740,2741,298.99544007511156,11.766127356821524,1.3464064920344654,0.36248734826524392,15,0.02737979652292144,0,3.5743860848924669E-07,0.013667922932654619,0.00017078804807003578,3.5743860848924669E-07,0.0039554083487018943,0.00016405050936285509
DP 2741,2742,72.364202297695883,8.7558626534694319,0.593110443261778,0.1900243180390406,17,0.014328411173295254,0,7.34692235937473E-07,0.0010197613737545907,0.00011825358365394768,7.34692235937473E-07,0.0010197613737545907,0.00011825358365394768
DP 2742,2743,210.87735972623437,14.445506533120179,1.7038992004666824,0.71791819485875585,13,3.9287231522514193E-12,0,5.1288824338093148E-17,0.0027575385174714029,0.00020156595113688555,5.1288824338093148E-17,0.0027575385174714029,0.00020156595113688555
DP 2743,2744,205.93773316766004,10.801811763723052,0.894990839792441,0.30686126201562935,16,0.018336267860996264,0,7.8996566799105494E-07,0.002759718568995595,0.00014730921672729966,7.8996566799105494E-07,0.002759718568995595,0.00014730921672729966
DP 2744,2745,89.837044414877553,10.422082903955038,0.71878076683598846,0.24848979307497809,15,0.074888476253913372,0,1.1012857612513471E-06,0.0012478390359319746,0.00014292427853095105,1.1012857612513471E-06,0.0012478390359319746,0.00014292427853095105
DP 2745,2746,109.64268929662667,10.619443153156681,0.86690823211244949,0.31519327399204006,14,0.077764144723499851,0,1.0714885547713493E-06,0.0015772906597703695,0.0001473689517334125,1.0714885547713493E-06,0.0015772906597703695,0.0001473689517334125
DP 2746,2747,186.75773783541715,11.614961620746229,0.98405643642893215,0.388002464827903,15,0.069143008890776084,0,1.2052657325511973E-06,0.0024399491958320141,0.00015865415225978252,1.2052657325511973E-06,0.0024399491958320141,0.00015865415225978252
DP 2747,2748,211.7877395752721,12.210581128801802,1.0009792149044179,0.33347921190325119,16,0.061648310777966162,0,1.0133375099030673E-06,0.00276485295034945,0.00016683523694933236,1.0133375099030673E-06,0.00276485295034945,0.00016683523694933236
DP 2748,2749,281.99114738122574,16.720866272677409,2.3957199129425977,0.87940339354013242,14,0.009180240176592953,0,1.1984647585450148E-07,0.0039607447106391191,0.00023360038944852731,1.1984647585450148E-07,0.0037628550780937076,0.00023356445233731687
DP 2749,2750,174.18118475912712,8.8188951608039829,0.61974218135520132,0.23086879097635207,16,0.03545945817555321,0,5.5458531278418377E-07,0.0022883069468662143,0.0001200772149378853,5.5458531278418377E-07,0.0022883069468662143,0.0001200772149378853
DP 2750,2751,62.199602788584855,8.8314479171282283,0.56375387077978212,0.17564454415589481,15,0.064492118864386369,0,1.0837957091780481E-06,0.00087073887698352337,0.00011908501035316363,1.0837957091780481E-06,0.00087073887698352337,0.00011908501035316363
DP 2751,2752,225.12714315202254,16.027489810436254,1.8014129184614265,0.71950310009354213,13,0.014743189339162811,0,3.6475827869253408E-07,0.002940410515293479,0.00022075292729823961,3.6475827869253408E-07,0.002940410515293479,0.00022075292729823961
DP 2752,2753,81.91443846824059,8.7874981148830162,0.61826448816629009,0.22319793008504285,17,0.043313197058102562,0,1.5334088629970211E-06,0.0010938432533293962,0.00011929664422944203,1.5334088629970211E-06,0.0010938432533293962,0.00011929664422944203
DP 2753,2754,93.614206323817186,7.3183076019874678,0.437138366979167,0.1498132724589353,19,0.089405830438213735,0,1.897027307980655E-06,0.0012221175711601973,9.9076443923387617E-05,1.897027307980655E-06,0.0012221175711601973,9.9076443923387617E-05
DP 2754,2755,92.702891721239368,8.7516389560430934,0.61534315576157583,0.22191122120204382,34,0.104858851337219,0,3.183749640811584E-06,0.0012120915926061571,0.0001185056063768744,3.183749640811584E-06,0.0012120915926061571,0.0001185056063768744
DP 2755,2756,151.60630586756133,10.382356115725438,0.78104644488983743,0.26494329546792883,15,0,0,0,0.001981097215320915,0.00014322060869100981,0,0.001981097215320915,0.00014322060869100981
DP 2756,2757,106.5799102286926,9.0889240012336447,0.57526016072636965,0.18308683587707347,17,0.081087151206000269,0,1.1037946308078972E-06,0.0013913826551288366,0.00012326375507208063,1.1037946308078972E-06,0.0013913826551288366,0.00012326375507208063
DP 2757,2758,113.55785333329293,10.239676952601709,0.79715836490772052,0.25561033533262389,16,0.058088171784478893,0,2.8132976694905665E-06,0.001484414329752326,0.00013925557753954206,2.8132976694905665E-06,0.001484414329752326,0.00013925557753954206
DP 2758,2759,306.99062273712968,11.368661673137691,1.0806086165734479,0.40338826675266387,13,0.047051237299191917,0,6.1424594832715229E-07,0.004805674621214469,0.00015829509579085043,6.1424594832715229E-07,0.0046355388282487793,0.00015815547078814371
DP 2759,2760,241.92846661460393,11.185157097363618,0.94894247065509174,0.35486997406070014,13,0.067570382253391625,0,8.8211982074426487E-07,0.00320276094134897,0.00015494792507473058,8.8211982074426487E-07,0.00320276094134897,0.00015494792507473058
DP 2760,2761,185.08056306564103,12.134233623891587,1.1980612075247934,0.39531502264468371,16,0.014149153652720967,0,2.0355756902290523E-07,0.0026159942305336394,0.00016681628367986134,2.0355756902290523E-07,0.0026159942305336394,0.00016681628367986134
DP 2761,2762,153.4142132973565,12.630106986717314,1.4238254480470827,0.58601175429981833,15,0.070115659331281166,0,1.037818037730176E-06,0.0020039348164573312,0.00017187961853562132,1.037818037730176E-06,0.0020039348164573312,0.00017187961853562132
DP 2762,2763,264.89933746128708,10.702071845199121,0.96351198813172456,0.34524100549276987,16,0.04657459908460089,0,6.0802346979471622E-07,0.0035223750552783408,0.00014632812467097055,6.0802346979471622E-07,0.0035223750552783408,0.00014632812467097055
DP 2763,2764,251.89585772490966,10.496571018691061,0.93526569576634666,0.32910092216586029,13,0.01637323715724992,0,2.6607119707477977E-07,0.0032937959767878056,0.00014542046397474147,2.6607119707477977E-07,0.0032937959767878056,0.00014542046397474147
DP 2764,2765,122.35292176432435,8.1623948085433113,0.53360228372620666,0.19807066657489528,18,0.039345187502864483,0,5.1364474984438857E-07,0.001597296679392457,0.0001105661137443032,5.1364474984438857E-07,0.001597296679392457,0.0001105661137443032
DP 2765,2766,511.00515978337535,17.352139560360815,18.937238461261302,4.4476379585782011,16,0,0,0,0.055971389636397362,0.00041277417711599313,0,0.00671796896494925,0.00024575007682170783
DP 2766,2767,105.15749284716395,8.45409393632825,0.64491265340943082,0.24114557205440582,18,0.16554994769824555,0,2.232794315659703E-06,0.0013787778443656862,0.00011356600430537048,2.232794315659703E-06,0.0013787778443656862,0.00011356600430537048
DP 2767,2768,185.61683809197666,10.22773576483854,0.94018636729858451,0.37143129620911491,17,0,0,0,0.0024231963325291872,0.00014173681911621924,0,0.0024231963325291872,0.00014173681911621924
DP 2768,2769,155.55493724868745,9.0265843160793633,0.617445339475215,0.23461312954531172,16,0.062049723100077323,0,1.0977995827943232E-06,0.0020307432860136032,0.00012320975873257118,1.0977995827943232E-06,0.0020307432860136032,0.00012320975873257118
